"power","freq"
"321",3501.37548588857,96
"322",2956.52404205717,96
"323",3064.93013070001,97
"324",2670.86173599269,97
"325",3347.63516616377,97
"326",2828.38298756506,98
"327",3179.6115666364,98
"328",3101.48044334736,98
"329",2646.27014411217,98
"330",3170.31874578248,99
"331",3196.88287729408,99
"332",3081.59902268979,99
"333",3035.97488422843,100
"334",2747.73286645848,100
"335",3165.38050143606,100
"336",2981.17863107143,101
"337",2917.05287487065,101
"338",3025.81498871737,101
"339",3011.27658992728,101
"340",2985.09198183329,102
"341",3075.0080821235,102
"342",3069.68396566228,102
"343",2702.81944839855,103
"344",3628.48164237853,103
"345",3110.61550901764,103
"346",3370.42267144955,104
"347",3240.10795225781,104
"348",3576.36446393204,104
"349",2936.74968385096,104
"350",2924.83338901285,105
"351",3437.67423761441,105
"352",2905.42984330649,105
"353",3298.60746641763,106
"354",3840.21400132058,106
"355",3245.51800965836,106
"356",3440.56023280516,107
"357",2667.97070956172,107
"358",3345.35997998644,107
"359",3647.60264755791,107
"360",3065.89520606968,108
"361",3315.47799947148,108
"362",3340.28334191809,108
"363",2799.20360942367,109
"364",3027.32079657596,109
"365",3180.71194119116,109
"366",3050.44960438224,110
"367",3364.78997484723,110
"368",3317.88293435113,110
"369",3085.46789711592,110
"370",2639.34800549144,111
"371",3692.08598259659,111
"372",3486.2624263404,111
"373",3503.51940789139,112
"374",3963.4817441131,112
"375",3424.27161407406,112
"376",3614.27247410231,113
"377",3471.30910772067,113
"378",3194.96254637096,113
"379",3422.12946239894,113
"380",2696.08892545087,114
"381",3365.00711891971,114
"382",3065.85878886036,114
"383",3688.16503787082,115
"384",3385.57034473088,115
"385",2975.94611659176,115
"386",3255.23644336129,116
"387",3403.32363117935,116
"388",2858.75133677671,116
"389",2905.39083190643,116
"390",3191.11986317177,117
"391",3276.16963602353,117
"392",3187.54055891519,117
"393",2773.98294184324,118
"394",3433.51968090149,118
"395",3313.35534089854,118
"396",2816.43118380558,119
"397",3343.72531928394,119
"398",2815.6861976302,119
"399",3362.03725353261,119
"400",3929.81686530163,120
"401",3651.40195814406,120
"402",3907.54229808861,120
"403",3525.09427596974,121
"404",3332.29151583902,121
"405",3902.33535477201,121
"406",3491.52720988519,122
"407",3368.32336987091,122
"408",3686.65108986013,122
"409",3736.65519401355,122
"410",3664.28059098692,123
"411",3457.69256509493,123
"412",3704.70321239433,123
"413",3018.61475317558,124
"414",3860.751142146,124
"415",3037.05069178717,124
"416",3305.99850816817,125
"417",3118.30720704423,125
"418",2982.98870042904,125
"419",3956.03955686952,125
"420",3278.33495709828,126
"421",3286.7931394643,126
"422",3670.60550082581,126
"423",2818.18514160807,127
"424",3062.91820599007,127
"425",3460.92569436363,127
"426",3265.95184361758,128
"427",2940.07592670395,128
"428",3923.72888293199,128
"429",4144.45962825463,128
"430",2930.50092040814,129
"431",3734.09250982757,129
"432",3370.52137724667,129
"433",3262.67371986832,130
"434",3885.74343399057,130
"435",3753.34502366272,130
"436",3217.81963633074,131
"437",3913.26760965073,131
"438",4134.13486627859,131
"439",3797.51217433927,131
"440",3472.1042262391,132
"441",4242.05262789215,132
"442",3324.64673513674,132
"443",3557.95552730552,133
"444",4135.00944813948,133
"445",3611.41262628615,133
"446",3650.09209083329,134
"447",3899.88338004876,134
"448",4357.96032355468,134
"449",3843.44093763005,134
"450",2978.91224172023,135
"451",2942.80554604629,135
"452",3638.3079547095,135
"453",3583.75445421109,136
"454",3717.1640123229,136
"455",3893.54860348717,136
"456",3651.99021495122,137
"457",3564.82489475713,137
"458",4268.96499472077,137
"459",3975.6629447539,137
"460",3814.79625180645,138
"461",3541.04275327191,138
"462",4650.08988394199,138
"463",3261.64783034048,139
"464",3969.29244682488,139
"465",3904.57300711709,139
"466",3760.22359380507,140
"467",3700.08546906941,140
"468",3777.75376919416,140
"469",4004.96755627276,140
"470",4051.33174918928,141
"471",3313.26723727944,141
"472",3875.70471817136,141
"473",4318.55936240311,142
"474",3151.51976799456,142
"475",3401.55505564398,142
"476",4024.70390807528,143
"477",4075.4342117217,143
"478",3818.02883951148,143
"479",3870.15044056778,143
"480",3416.15946676035,144
"481",3325.9450134624,144
"482",3111.86803926777,144
"483",3437.76182056013,145
"484",3505.74939056217,145
"485",4196.7019552294,145
"486",4234.80345417225,146
"487",3905.72462914421,146
"488",3692.26057414035,146
"489",4487.93476593581,146
"490",3815.40844528657,147
"491",3874.32487747247,147
"492",4248.43410277618,147
"493",3556.89556591543,148
"494",3609.89663839092,148
"495",4326.37413941819,148
"496",4062.85633889128,149
"497",4144.65652558162,149
"498",3874.97030513929,149
"499",3834.68175300104,149
"500",3958.34286854099,150
"501",3743.06526284301,150
"502",4754.86944897256,150
"503",3847.94184603777,151
"504",4693.93211215408,151
"505",3142.74097159399,151
"506",3812.59632898362,152
"507",3811.7653353677,152
"508",4139.41900181757,152
"509",3822.96803241784,152
"510",4441.66421892749,153
"511",3605.69116580527,153
"512",3360.04811943767,153
"513",3463.04242489015,154
"514",3913.76583724253,154
"515",3722.09710956758,154
"516",4146.95866409228,155
"517",4356.9839039285,155
"518",3872.18164710196,155
"519",4189.04363333551,155
"520",3971.26730798984,156
"521",4006.80099785478,156
"522",3761.48230734025,156
"523",4561.08983360707,157
"524",3656.6742312616,157
"525",3934.62211344031,157
"526",3932.62490929932,158
"527",4460.50531684124,158
"528",3826.29463958459,158
"529",3892.03972635617,158
"530",3447.72384018992,159
"531",3756.5897403738,159
"532",3515.86619943101,159
"533",4080.0888449093,160
"534",4049.53848290648,160
"535",4363.54068960093,160
"536",3332.53026354956,161
"537",3622.00203355506,161
"538",4161.80545856023,161
"539",4089.95547964032,161
"540",3779.52170157559,162
"541",3355.93245140595,162
"542",4388.63415667793,162
"543",4164.76229781343,163
"544",3817.43307267671,163
"545",4043.07323422933,163
"546",3512.81139168872,164
"547",3605.684135616,164
"548",3915.66321594467,164
"549",3553.4084823239,164
"550",4205.17180858257,165
"551",4235.15852774606,165
"552",4337.43792027408,165
"553",3933.0004428047,166
"554",3715.2962089593,166
"555",4686.91065733185,166
"556",4306.98700735071,167
"557",4652.78880825132,167
"558",4203.15850445835,167
"559",3838.02747100676,167
"560",4146.97735120097,168
"561",3322.82462526243,168
"562",3594.51342082037,168
"563",3914.79989102404,169
"564",4326.12669575836,169
"565",4507.91577364252,169
"566",4224.6049840551,170
"567",4029.81127030981,170
"568",3159.56652003239,170
"569",3919.61546605945,170
"570",4119.43791654068,171
"571",4020.87871895326,171
"572",3835.92122307852,171
"573",4559.20531979916,172
"574",3204.76589150786,172
"575",3630.00981051584,172
"576",4253.19480538413,173
"577",3971.3111432317,173
"578",3676.55461930728,173
"579",4265.05030982163,173
"580",4283.51670105684,174
"581",3599.7016921538,174
"582",3373.47201361915,174
"583",4657.36143247463,175
"584",3482.81611945433,175
"585",4414.30138277963,175
"586",4504.62210350226,176
"587",4456.79428263975,176
"588",4198.70395117902,176
"589",3662.74159846242,176
"590",4114.6513750111,177
"591",3948.56394500062,177
"592",4171.23556836399,177
"593",3617.08689592997,178
"594",4551.67370917765,178
"595",3823.90333653781,178
"596",4180.18738664409,179
"597",4355.33576075103,179
"598",3387.18793082665,179
"599",3811.20008746149,179
"600",3958.35793645143,180
"601",3529.19512832561,180
"602",3618.29936943826,180
"603",3757.00987415088,181
"604",3665.54607059231,181
"605",4185.34709784337,181
"606",4472.41299312488,182
"607",4049.90740212408,182
"608",3741.94952459922,182
"609",3628.831662942,182
"610",4311.26807269415,183
"611",3738.66756617767,183
"612",4135.11165421172,183
"613",3676.77319782071,184
"614",3767.67445196852,184
"615",5268.28726621967,184
"616",3925.37711187919,185
"617",3974.60175333504,185
"618",4112.89695518765,185
"619",5075.64558148735,185
"620",4065.95904914794,186
"621",3983.40467357945,186
"622",3489.15115081857,186
"623",3672.60331401679,187
"624",4739.86704584634,187
"625",4362.66930401932,187
"626",4002.24801464323,188
"627",3628.48783006917,188
"628",4220.519265703,188
"629",4928.71054601658,188
"630",4730.38185957053,189
"631",4199.78627889994,189
"632",4490.77803071811,189
"633",4209.8380159734,190
"634",4188.81397948494,190
"635",4016.99430086481,190
"636",3684.38501676026,191
"637",4071.64387256882,191
"638",3871.06380967333,191
"639",5170.20071646795,191
"640",4299.94153256127,192
"641",3894.56772660041,192
"642",3506.59784825695,192
"643",3880.87196986968,193
"644",3908.83559894058,193
"645",3816.11084499228,193
"646",4167.96110111378,194
"647",4436.49704966502,194
"648",3810.63424839037,194
"649",4011.09153296695,194
"650",4002.83554613889,195
"651",3887.50855471964,195
"652",4443.32182228889,195
"653",3784.5690973758,196
"654",4733.71903857691,196
"655",3483.78180970892,196
"656",4256.6238024087,197
"657",3985.64233959227,197
"658",3147.44435703984,197
"659",3659.66601456252,197
"660",4255.17111720901,198
"661",4409.48905656003,198
"662",3972.01084080163,198
"663",4641.95999987467,199
"664",4424.79013229985,199
"665",4003.66789216598,199
"666",4106.29736490619,200
"667",3843.9374280681,200
"668",4436.06009678554,200
"669",3764.64335161129,201
"670",4009.97104338517,201
"671",3575.57608402018,201
"672",3649.4016812917,201
"673",4375.0248688923,202
"674",4021.54752904372,202
"675",4087.53881336858,202
"676",4160.2695579752,203
"677",3218.52481734575,203
"678",3920.27643285968,203
"679",4084.83588035577,204
"680",3761.53663642709,204
"681",4066.60771485352,204
"682",4301.50038468355,204
"683",3809.9907636823,205
"684",3914.33717951098,205
"685",4426.45058519611,205
"686",4645.43691231401,206
"687",4955.49345749837,206
"688",4408.846118701,206
"689",4020.79999464907,207
"690",3905.26288886881,207
"691",3428.61386813588,207
"692",3380.04149795869,207
"693",3319.3020514093,208
"694",3694.18972619514,208
"695",3878.6925325969,208
"696",3762.96086625583,209
"697",4940.72896226879,209
"698",4745.19301551391,209
"699",4074.13739192379,210
"700",3698.83742821442,210
"701",3858.95040388991,210
"702",4523.566695628,210
"703",4180.29511765363,211
"704",3988.79544818342,211
"705",3994.34690431226,211
"706",3722.48144840828,212
"707",3021.02358817617,212
"708",4025.34163325754,212
"709",3952.71900472608,213
"710",3863.64935790454,213
"711",2956.62998138333,213
"712",4024.75635813339,213
"713",2852.49968142646,214
"714",3654.87530624472,214
"715",3775.00283817749,214
"716",4077.92323882257,215
"717",3787.62856671768,215
"718",3853.29075194277,215
"719",4000.09251839357,216
"720",4045.39633313472,216
"721",3449.33809524287,216
"722",4296.99829514745,216
"723",3750.08181688952,217
"724",4078.97750905428,217
"725",4226.4098977993,217
"726",3776.96165392401,218
"727",3989.03290084831,218
"728",3460.4980650954,218
"729",3410.60579428071,219
"730",4569.19725610693,219
"731",3742.23280740117,219
"732",4069.29809574988,219
"733",3636.95712058638,220
"734",4596.96005842615,220
"735",4846.32464135567,220
"736",3992.44447295743,221
"737",3960.72605329744,221
"738",3761.9545515997,221
"739",3512.25202290286,222
"740",4046.01181356767,222
"741",3564.50523753855,222
"742",3636.44526013863,222
"743",3554.4845465189,223
"744",4489.2426155772,223
"745",3823.35964625645,223
"746",3802.29193286609,224
"747",3542.87175182302,224
"748",3831.69030961659,224
"749",4069.58850417514,225
"750",4131.20294963787,225
"751",3501.02137949498,225
"752",4171.79911679955,225
"753",3561.53498162776,226
"754",3435.27929734984,226
"755",3601.55043960064,226
"756",3113.41589904102,227
"757",3632.80532484243,227
"758",3841.01084816009,227
"759",3815.37480139479,228
"760",3895.74369421997,228
"761",4263.19629876714,228
"762",2976.12464927387,228
"763",4387.27038886857,229
"764",3008.7384413438,229
"765",3768.75877032196,229
"766",3899.89286776237,230
"767",3589.66912772263,230
"768",4106.02550871818,230
"769",3646.60058913376,231
"770",3987.94857401588,231
"771",3379.25252729481,231
"772",4961.09087270375,231
"773",3639.45402218357,232
"774",4333.06675827053,232
"775",3725.175222602,232
"776",3862.82363266661,233
"777",4119.17123331536,233
"778",3855.35586030766,233
"779",3982.30266843075,234
"780",2878.16787671397,234
"781",3637.94887413912,234
"782",3895.8498669225,234
"783",3306.5712426442,235
"784",4477.60965172119,235
"785",4013.93493979708,235
"786",3786.14444762196,236
"787",3922.8254434938,236
"788",3170.54407304668,236
"789",3634.76888617789,237
"790",3798.05489439635,237
"791",3855.67282651134,237
"792",3292.37514640607,237
"793",3919.20659164254,238
"794",4239.73670524318,238
"795",3644.63105650837,238
"796",3802.231573446,239
"797",3814.9615793051,239
"798",4022.02653776934,239
"799",3381.874922144,240
"800",4047.83006119612,240
"801",4117.37271677015,240
"802",3442.99272186048,240
"803",3680.0074024717,241
"804",3930.07707499812,241
"805",4103.03880641676,241
"806",2921.23756412858,242
"807",3430.86026494932,242
"808",4020.01688224586,242
"809",3759.83211651411,243
"810",3703.13011053143,243
"811",4074.59359181453,243
"812",3740.39828076889,243
"813",3689.25157254336,244
"814",4069.30904049432,244
"815",3970.93865076453,244
"816",3636.35571085192,245
"817",3601.27698083303,245
"818",3742.3711225262,245
"819",3615.9818075696,246
"820",3329.84163599773,246
"821",4178.25373981959,246
"822",3162.282356762,246
"823",3468.60380429236,247
"824",2937.66357143493,247
"825",3901.45903908874,247
"826",3979.61451794003,248
"827",3199.07006891382,248
"828",3681.58627722597,248
"829",3322.10574124982,249
"830",3508.00513607655,249
"831",3434.15546733982,249
"832",3686.02916324669,249
"833",3143.5925778032,250
"834",3652.65593861249,250
"835",3983.991101383,250
"836",4160.61685345941,251
"837",3122.0035629052,251
"838",4060.40366060984,251
"839",3652.29342827383,252
"840",3368.42939329196,252
"841",3465.57158700312,252
"842",3121.26139504766,252
"843",3572.25130048075,253
"844",3438.77262525769,253
"845",3374.58319266744,253
"846",3198.28736422565,254
"847",3494.82823651929,254
"848",3869.2211229882,254
"849",3058.32951708015,255
"850",3763.96492298927,255
"851",3200.22938665618,255
"852",3089.15948180009,255
"853",3498.6149798379,256
"854",3869.54455737148,256
"855",3439.46589617094,256
"856",2603.30039684157,257
"857",3201.82881115462,257
"858",3784.6703219464,257
"859",3535.82383341516,258
"860",3974.85044015051,258
"861",3763.48955603767,258
"862",4482.15965420675,258
"863",2779.70815290496,259
"864",3925.93740959207,259
"865",4216.81740760933,259
"866",4609.48215341867,260
"867",3875.58285504155,260
"868",2680.95676628923,260
"869",3009.11022901585,261
"870",3427.57052413616,261
"871",3434.11866467072,261
"872",2989.22655737137,261
"873",2531.30184844053,262
"874",3719.35569348649,262
"875",2922.93847108321,262
"876",3540.88565578505,263
"877",3486.03311504411,263
"878",3816.5277545462,263
"879",4171.00922491753,264
"880",2704.94186616488,264
"881",3942.23042814358,264
"882",3222.00357727986,264
"883",3302.33609568123,265
"884",3879.55273442009,265
"885",3661.70354618021,265
"886",3893.31430909318,266
"887",3384.08555735788,266
"888",3535.8616243925,266
"889",2922.7232148347,267
"890",3512.60671022164,267
"891",3831.44591043106,267
"892",4634.10401832563,267
"893",2666.47187372519,268
"894",3820.51425202832,268
"895",3734.45426240163,268
"896",3932.80928492083,269
"897",3627.04733698181,269
"898",3624.34335826293,269
"899",3041.73313225412,270
"900",3454.2860841598,270
"901",2977.79068222064,270
"902",3248.18114198222,270
"903",3795.80189502996,271
"904",3128.25655750395,271
"905",2890.4069821831,271
"906",2608.67404781077,272
"907",3774.82272411776,272
"908",4048.77723760322,272
"909",2580.57511359353,273
"910",3000.60098442905,273
"911",3373.25790968112,273
"912",3032.8614076739,273
"913",3250.3419943985,274
"914",4309.49846149115,274
"915",2912.0332454147,274
"916",3066.12019769274,275
"917",2903.61714518034,275
"918",3224.04161660759,275
"919",3396.01256881912,276
"920",2883.36154580421,276
"921",3463.69964948744,276
"922",2428.13575011915,276
"923",4089.18601698051,277
"924",2673.1015435253,277
"925",3580.62781523637,277
"926",3234.91016741816,278
"927",3328.77551497771,278
"928",2970.36034002111,278
"929",2449.64834861399,279
"930",3518.8274201425,279
"931",3609.49051189955,279
"932",2924.5341877473,279
"933",3016.26462474004,280
"934",2865.18538395186,280
"935",2795.85254347268,280
"936",2968.23395054938,281
"937",2697.62848121793,281
"938",3472.50006510453,281
"939",3425.41734471705,282
"940",3345.03478104235,282
"941",2938.5121793249,282
"942",3938.58710745306,282
"943",3025.91027525239,283
"944",3343.65927358021,283
"945",2700.99966697415,283
"946",2810.05717370764,284
"947",3758.17835113246,284
"948",3405.26848830991,284
"949",3378.50201333845,285
"950",2991.57977391703,285
"951",3406.07299819191,285
"952",2425.9875930366,285
"953",2938.55196466081,286
"954",3054.0168261432,286
"955",3992.10414903883,286
"956",3315.00418799161,287
"957",3616.10772911238,287
"958",2511.19307729036,287
"959",2691.49021229733,288
"960",3120.58836587182,288
"961",2847.99322997814,288
"962",3129.27893328247,288
"963",3751.45403591451,289
"964",3235.99190765075,289
"965",3198.34992766742,289
"966",2664.31735235323,290
"967",3196.48162088138,290
"968",2638.2276871685,290
"969",2740.9899310379,291
"970",3595.32889049698,291
"971",2905.68902493838,291
"972",2918.41345593939,291
"973",3126.26617334773,292
"974",2712.10839882889,292
"975",3012.45110281244,292
"976",3358.67213294639,293
"977",2931.35489291207,293
"978",3260.90431997226,293
"979",4160.08623723084,294
"980",3441.07890890642,294
"981",3108.88442910821,294
"982",3338.61963038627,294
"983",2343.35691692098,295
"984",2826.00813647186,295
"985",2643.84108071444,295
"986",2783.3724609206,296
"987",2531.89059529771,296
"988",3427.41131996838,296
"989",4036.19078449368,297
"990",3736.20608942836,297
"991",2754.91674950649,297
"992",2606.50148970094,297
"993",3023.12108604003,298
"994",2824.95739578449,298
"995",2702.59249471333,298
"996",2561.34736135601,299
"997",2691.47401607667,299
"998",3006.44795697707,299
"999",2323.55559815112,300
"1000",2845.08259269989,300
"1001",3042.2030622788,300
"1002",2349.6609843826,300
"1003",2660.48407313973,301
"1004",2706.51386989203,301
"1005",3441.05798394059,301
"1006",3463.83323222617,302
"1007",2391.20188733907,302
"1008",3083.49805521839,302
"1009",2657.70115753379,303
"1010",3180.94049375934,303
"1011",3190.59844479957,303
"1012",2658.67136675203,303
"1013",2734.15661993575,304
"1014",3265.3364293095,304
"1015",2956.47497939336,304
"1016",3153.85443408775,305
"1017",2821.57587431629,305
"1018",2853.37217205492,305
"1019",3801.25069835112,306
"1020",2054.96049182209,306
"1021",2779.43223636901,306
"1022",2589.5978153435,306
"1023",2929.05443607824,307
"1024",2520.812254423,307
"1025",2521.30213819977,307
"1026",2760.04218318376,308
"1027",3039.41646432883,308
"1028",2829.56219279767,308
"1029",2798.50736823953,309
"1030",2722.20908929868,309
"1031",3225.7776248927,309
"1032",3047.48463449589,309
"1033",3258.39908805428,310
"1034",2721.81265013746,310
"1035",2240.8887682872,310
"1036",2433.8050407215,311
"1037",3541.4942303832,311
"1038",2587.91588035975,311
"1039",3299.03971071377,312
"1040",2439.16562756242,312
"1041",2040.66616976945,312
"1042",2995.36232558934,312
"1043",2534.82842229203,313
"1044",2034.09676722883,313
"1045",3063.06727814245,313
"1046",2216.98639106481,314
"1047",2378.15026750513,314
"1048",2770.41457336325,314
"1049",2673.91935335564,315
"1050",2460.63015276635,315
"1051",2038.6637080767,315
"1052",3539.06661211743,315
"1053",2690.05693774519,316
"1054",2291.73427508525,316
"1055",3034.09331612667,316
"1056",2199.33594514429,317
"1057",2893.01195495372,317
"1058",2551.35230059997,317
"1059",2546.1524544565,318
"1060",2990.0061301028,318
"1061",2935.4169771955,318
"1062",2244.47113298004,318
"1063",2761.23770428317,319
"1064",2371.68141976732,319
"1065",2639.07715556155,319
"1066",2902.98796231202,320
"1067",2830.2032519011,320
"1068",2859.74710126357,320
"1069",2573.00017561289,321
"1070",2805.16658667499,321
"1071",2367.82207004536,321
"1072",2884.41601254956,321
"1073",2079.84391991683,322
"1074",2530.50462242435,322
"1075",3287.16124691144,322
"1076",1971.94524388877,323
"1077",2544.03734097216,323
